ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
370128,15,15,15,15,15,15,16,15,15,15
370129,13,13,13,13,13,13,13,13,13,13
370130,22,19,0,0,0,0,0,0,0,0
370131,0,0,0,0,0,16,0,0,0,0
370132,0,0,0,0,0,0,0,0,0,0
370133,0,0,0,0,0,0,0,0,0,0
370134,12,0,14,24,16,0,0,0,0,17
370135,0,0,0,0,0,0,0,0,0,0
370136,24,24,24,24,24,24,24,24,24,24
370137,0,0,0,0,0,0,0,0,0,0
370138,0,0,0,0,0,0,0,0,0,0
370139,21,25,33,21,21,21,21,21,21,21
370140,0,0,12,0,0,0,0,0,0,13
370141,19,19,19,19,19,19,19,19,19,19
370142,0,0,0,0,0,0,0,0,0,0
370143,0,0,0,0,0,0,0,0,0,0
370144,0,0,0,0,0,0,0,0,0,0
370145,0,0,0,0,0,0,0,0,0,0
370146,0,0,0,0,23,0,0,0,0,0
370147,0,0,0,0,0,0,0,0,0,0
370148,0,0,0,0,0,0,0,0,0,0
370149,25,25,25,25,25,25,25,25,25,25
370150,0,0,0,0,0,0,0,0,0,0
370151,0,0,0,0,11,26,0,29,23,0
370152,22,22,22,22,22,22,22,22,22,22
370153,0,0,0,0,10,0,0,0,0,0
370154,0,0,0,0,0,0,0,0,0,0
370155,0,0,0,0,0,0,0,0,0,0
370156,0,0,0,0,0,0,0,0,0,0
370157,0,0,0,0,0,0,0,0,0,0
370158,0,0,0,0,0,0,0,0,0,0
370159,21,21,21,21,21,21,21,21,21,21
370160,0,0,0,0,0,0,0,0,0,0
370161,0,0,0,0,0,0,0,0,0,0
370162,0,0,0,0,0,0,0,0,0,0
370163,7,21,7,7,7,7,7,7,7,7
370164,0,0,0,0,0,0,0,0,0,0
370165,0,0,0,0,0,0,0,0,0,0
370166,0,24,0,52,0,17,0,0,0,0
370167,25,25,25,25,25,25,25,25,25,25
370168,0,0,0,0,0,0,0,0,0,0
370169,0,0,0,0,0,0,0,0,0,0
370170,0,0,0,14,0,0,15,0,0,0
370171,0,0,0,0,0,0,0,0,0,0
370172,0,0,0,0,0,0,0,0,0,0
370173,0,0,0,0,0,0,0,0,0,0
370174,24,0,0,0,0,0,0,0,0,11
370175,0,20,0,0,0,0,18,0,0,20
370176,0,0,0,0,0,0,0,0,0,0
370177,0,0,0,0,0,0,0,0,0,0
370178,8,8,8,8,8,8,8,8,8,8
370179,22,22,22,22,22,22,22,22,22,22
370180,0,0,0,0,0,0,0,0,0,0
370181,0,0,0,0,0,0,0,0,0,0
370182,0,0,0,0,0,0,25,23,0,0
370183,0,0,0,0,0,0,0,0,0,0
370184,0,0,0,13,0,0,0,0,0,0
370185,0,0,0,0,31,0,0,0,0,0
370186,0,0,0,7,18,11,28,29,0,22
370187,9,5,29,31,9,22,12,12,16,29
370188,17,17,17,17,17,17,17,17,17,17
370189,8,8,8,16,21,40,32,8,11,20
370190,13,13,13,13,13,13,13,13,13,13
370191,0,0,0,0,0,0,0,0,0,0
370192,0,0,0,0,0,0,0,0,0,0
370193,0,0,0,0,0,0,0,0,0,0
370194,0,16,0,0,0,0,0,0,0,11
370195,0,0,0,0,0,24,0,0,0,0
370196,0,0,0,0,0,0,0,0,0,0
370197,0,0,0,0,0,0,0,0,0,0
370198,6,0,0,0,0,0,0,0,0,0
370199,16,16,16,16,16,16,16,16,16,16
370200,22,22,22,27,22,22,22,22,22,22
370201,0,0,0,0,0,0,0,0,0,0
370202,24,24,24,24,24,24,24,24,24,24
370203,0,0,0,19,0,0,0,0,0,18
370204,0,0,0,10,0,0,0,0,0,0
370205,0,0,0,0,0,0,0,0,0,0
370206,0,0,0,0,0,0,0,0,0,0
370207,20,20,20,20,20,20,20,20,20,20
370208,0,0,0,0,0,0,0,0,0,0
370209,0,0,0,0,0,0,0,0,0,0
370210,13,16,0,6,27,13,37,21,30,12
370211,0,0,0,0,31,0,0,0,0,0
370212,28,0,3,0,0,0,0,0,0,0
370213,0,0,0,0,0,0,0,0,0,0
370214,21,21,21,21,21,21,21,21,21,21
370215,0,0,16,10,10,0,0,0,0,0
370216,0,0,0,4,0,0,0,0,0,0
370217,19,19,19,19,19,19,19,19,19,19
370218,17,0,18,0,0,0,0,21,0,0
370219,4,36,0,5,0,0,0,0,0,0
370220,0,0,0,0,23,22,0,0,0,0
370221,0,0,0,0,0,0,0,0,10,0
370222,0,0,0,0,0,0,0,0,0,0
370223,0,1,0,0,26,0,0,0,0,0
370224,0,0,0,0,0,0,0,0,0,0
370225,0,0,0,0,0,0,0,0,0,0
370226,18,18,18,18,18,18,18,18,18,18
370227,0,0,0,0,0,0,0,0,0,0
370228,0,0,0,0,0,0,0,0,0,5
370229,0,0,0,0,0,0,0,16,0,0
370230,17,17,17,17,17,17,17,17,17,17
370231,0,0,0,0,0,0,0,0,0,0
370232,14,14,14,14,14,14,14,14,14,14
370233,12,12,12,15,12,12,12,12,16,12
370234,0,0,0,19,0,31,0,0,32,20
370235,32,32,32,32,32,32,32,32,32,32
370236,0,0,0,0,0,12,0,0,0,0
370237,26,0,0,0,0,0,0,0,0,10
370238,0,0,0,0,0,0,0,0,0,0
370239,0,0,0,0,0,0,0,0,0,0
370240,0,0,0,0,20,0,0,0,0,0
370241,0,0,0,0,0,0,0,0,0,0
370242,0,0,0,0,0,0,0,0,0,0
370243,0,0,0,0,0,0,0,0,0,0
370244,0,0,0,0,0,0,0,0,0,0
370245,0,0,6,0,0,0,18,0,0,0
370246,0,0,0,0,0,0,0,0,0,0
370247,0,0,18,0,0,0,0,0,0,0
370248,16,0,0,0,0,0,0,0,0,10
370249,21,21,21,21,21,21,21,21,21,21
370250,23,23,23,23,23,23,23,23,23,23
370251,0,0,0,0,0,0,0,0,0,0
370252,0,0,0,0,0,23,0,0,0,0
370253,0,0,0,3,0,0,0,0,0,0
370254,23,23,23,23,23,32,29,23,23,23
370255,21,19,7,11,0,0,10,7,26,0
370256,0,0,0,0,0,0,0,0,0,0
370257,25,47,28,17,0,0,12,0,26,0
370258,0,0,0,0,0,0,0,0,0,0
370259,10,10,10,10,10,10,10,10,10,10
370260,23,23,23,23,23,23,23,23,23,23
370261,36,36,36,36,36,36,36,36,36,36
370262,21,0,0,23,0,0,0,0,0,0
370263,0,0,0,0,0,0,0,0,0,0
370264,12,12,12,12,12,12,12,12,12,12
370265,0,0,0,0,0,0,0,0,0,0
370266,0,0,0,30,0,0,0,0,0,0
370267,20,12,23,13,0,17,5,8,16,20
370268,0,0,0,0,0,0,0,0,0,0
370269,9,9,9,9,9,9,9,9,9,9
370270,0,0,0,0,0,0,0,0,0,0
370271,0,0,0,0,0,0,0,0,0,0
370272,0,0,0,0,0,0,0,0,0,0
370273,0,0,0,0,0,0,0,0,0,0
370274,11,11,11,11,11,11,11,11,11,11
370275,0,0,31,36,13,0,0,16,0,0
370276,0,0,0,0,0,0,0,0,0,0
370277,0,25,15,0,0,14,0,5,13,12
370278,0,0,0,0,0,0,0,0,0,0
370279,6,21,0,0,0,0,0,22,0,0
370280,0,0,0,0,0,0,0,0,0,0
370281,0,0,0,0,0,0,0,0,0,0
370282,0,0,0,0,0,0,0,23,2,0
370283,0,0,0,0,0,0,0,0,0,0
370284,0,0,0,0,0,0,0,0,0,0
370285,26,26,26,26,26,26,26,26,26,26
370286,0,0,0,0,0,0,0,0,0,0
370287,0,0,0,2,0,0,0,0,0,0
370288,0,0,12,10,13,0,0,17,13,0
370289,0,0,0,0,0,0,0,0,0,0
370290,6,6,6,6,6,6,6,6,6,6
370291,15,15,15,15,15,15,15,15,15,15
370292,0,0,0,0,0,0,0,0,0,0
370293,0,0,0,0,0,0,0,0,31,0
370294,0,0,0,0,0,0,0,0,0,0
370295,0,0,0,0,0,0,0,0,0,0
370296,15,0,0,28,0,0,0,0,0,0
370297,0,0,0,0,0,0,0,0,0,0
370298,0,0,0,0,16,0,0,0,0,0
370299,0,0,0,0,0,0,0,0,0,0
370300,0,0,0,0,0,0,0,0,0,0
370301,0,0,0,0,0,0,0,0,0,0
370302,0,0,0,0,0,0,0,0,0,0
370303,0,0,24,0,0,0,0,0,0,0
370304,24,24,24,24,24,24,24,24,24,24
370305,0,0,0,0,0,0,0,0,0,0
370306,0,0,0,0,0,0,0,0,0,0
370307,12,4,17,4,23,4,8,4,4,14
370308,0,0,0,27,0,0,0,32,0,40
370309,0,0,0,0,0,0,0,0,0,0
370310,0,0,0,0,0,15,0,11,0,0
370311,6,6,6,6,6,6,6,6,6,6
370312,0,0,0,0,4,3,0,0,0,0
370313,0,0,9,0,35,0,0,15,35,0
370314,0,16,0,0,0,0,0,0,0,0
370315,0,0,0,0,0,0,6,0,0,0
370316,6,4,0,0,0,0,26,0,0,0
370317,0,0,0,0,0,0,0,0,0,0
370318,0,0,0,0,0,20,15,30,0,0
370319,33,0,25,29,10,0,8,16,21,0
370320,10,10,10,10,10,10,10,10,10,10
370321,0,0,0,0,0,0,0,0,0,0
370322,0,0,0,0,0,0,6,0,0,0
370323,13,13,13,13,13,13,13,13,13,13
370324,0,0,0,0,0,0,0,0,0,0
370325,20,20,20,20,20,20,20,20,20,20
370326,0,11,6,0,25,0,0,11,23,30
370327,0,0,32,0,17,28,15,28,0,0
370328,27,14,32,21,0,33,19,21,0,7
370329,0,0,0,0,0,0,0,0,0,0
370330,16,16,16,16,16,16,16,16,16,16
370331,0,0,0,0,0,0,0,0,23,0
370332,0,0,0,0,0,0,0,0,0,0
370333,0,0,0,0,14,0,0,0,0,16
370334,0,0,0,0,0,0,0,0,0,0
370335,17,13,0,12,14,25,17,22,23,35
370336,0,18,0,23,25,15,0,0,0,0
370337,0,0,0,0,15,0,0,0,0,0
370338,16,16,16,16,16,16,16,16,16,16
370339,10,10,10,10,10,15,10,10,24,10
370340,0,0,0,0,0,6,0,0,0,0
370341,0,0,0,0,0,0,0,0,0,0
370342,0,0,0,0,0,9,0,0,0,0
370343,0,25,0,0,13,11,0,0,23,66
370344,8,0,0,15,0,4,0,0,0,11
370345,7,0,17,0,19,0,13,41,0,14
370346,0,0,22,0,0,0,0,10,0,0
370347,36,0,0,16,0,0,0,4,19,0
370348,21,0,0,0,0,0,0,0,0,0
370349,0,0,0,0,0,0,0,0,22,0
370350,9,9,9,9,9,9,9,9,9,9
370351,17,17,17,17,17,17,17,17,17,17
370352,0,12,18,20,25,21,15,25,12,21
370353,14,14,14,14,14,14,14,14,14,14
370354,0,0,0,3,15,0,0,0,0,0
370355,0,0,0,0,0,0,0,0,0,0
370356,0,0,10,0,0,0,0,0,0,0
370357,18,12,0,10,0,0,15,0,0,25
370358,22,14,21,0,10,25,0,0,15,0
370359,18,18,18,18,18,18,18,18,18,18
370360,0,0,0,0,0,0,0,0,0,0
370361,27,27,29,27,34,27,27,27,27,27
370362,0,0,0,0,0,15,0,0,0,0
370363,0,0,0,0,0,0,0,0,0,0
370364,0,12,0,0,0,6,0,0,0,0
370365,0,0,8,0,0,0,0,0,0,0
370366,16,16,16,16,16,16,16,16,16,16
370367,0,0,0,0,0,0,0,0,0,0
370368,22,22,22,22,22,22,22,22,22,22
370369,11,11,11,11,11,11,11,11,11,11
370370,0,0,0,0,0,0,0,0,0,0
370371,0,0,0,0,0,0,0,0,0,0
370372,17,17,17,17,17,17,17,17,17,17
370373,0,0,0,9,0,0,0,0,0,0
370374,13,13,13,13,13,13,13,13,13,13
370375,0,0,0,0,0,0,0,0,0,0
370376,0,0,0,0,0,0,0,0,0,0
370377,8,8,8,8,8,8,8,8,8,8
370378,0,37,0,0,0,0,0,0,0,18
370379,0,0,0,0,0,0,0,0,0,0
370380,0,0,0,0,0,0,0,0,0,0
370381,0,0,0,0,0,0,0,0,0,0
370382,0,0,0,0,0,0,0,0,0,0
370383,0,0,0,0,0,0,0,0,14,0
370384,0,0,5,9,16,0,0,0,0,0
370385,0,0,0,0,0,0,0,0,0,0
370386,0,0,0,0,0,0,0,0,0,0
370387,20,0,24,0,0,0,0,0,0,10
370388,0,0,0,0,0,0,0,0,0,0
370389,0,0,0,0,0,16,23,18,9,33
370390,0,0,0,0,0,0,0,0,0,0
370391,0,0,0,0,0,0,0,0,0,0
370392,29,29,29,29,29,29,29,29,29,29
370393,18,18,18,18,18,18,18,18,18,18
370394,0,0,0,0,0,0,0,0,0,0
370395,14,14,14,54,14,14,14,14,14,14
370396,2,2,2,2,2,2,2,2,2,4
370397,0,18,21,23,14,24,12,0,52,18
370398,17,0,0,0,0,0,12,0,0,0
370399,17,0,9,39,0,0,18,34,0,6
370400,0,0,0,0,0,0,0,0,0,0
370401,0,0,0,0,0,0,0,3,0,0
370402,10,10,10,10,10,10,10,10,21,10
370403,0,20,16,0,0,0,0,0,0,0
370404,0,0,0,0,0,0,0,0,0,0
370405,0,0,0,0,0,0,0,0,0,0
370406,0,0,0,0,0,0,0,0,3,0
370407,0,0,0,0,0,0,0,0,0,0
370408,0,0,0,0,0,0,0,0,0,0
370409,0,0,0,0,0,0,0,0,0,0
370410,18,18,18,18,18,18,18,18,18,23
370411,0,0,0,0,0,0,0,0,0,0
370412,15,15,15,15,15,15,15,15,15,15
370413,0,0,2,0,0,0,0,0,0,28
370414,0,0,0,0,0,0,0,0,0,0
370415,6,0,0,0,10,0,0,0,0,0
370416,0,0,0,0,18,0,0,0,0,0
370417,20,20,20,20,20,20,20,20,20,20
370418,23,23,23,23,30,23,23,23,23,23
370419,0,0,0,0,0,0,12,0,0,0
370420,0,0,0,0,0,0,0,0,0,0
370421,32,32,32,32,32,32,32,32,32,32
370422,10,0,19,10,19,7,12,25,11,23
370423,0,0,0,0,0,0,14,0,0,0
370424,0,11,29,0,4,8,26,0,20,0
370425,0,0,0,0,0,0,0,0,0,27
370426,0,0,0,0,9,0,0,0,0,0
370427,7,0,0,0,15,0,0,12,0,0
370428,31,31,31,31,31,31,31,31,31,31
370429,0,14,23,12,11,16,8,21,0,22
370430,0,0,0,0,14,0,0,7,0,0
370431,0,0,0,0,0,0,0,0,0,0
370432,0,0,0,0,0,0,0,0,0,14
370433,0,0,0,0,0,0,0,0,0,0
370434,21,21,21,21,21,21,21,21,21,21
370435,0,8,10,10,0,9,26,0,0,0
370436,0,0,0,0,0,0,0,19,0,0
370437,0,0,0,0,28,0,23,0,0,0
370438,6,0,21,0,0,0,0,0,17,0
370439,21,15,0,0,9,0,0,0,26,0
370440,23,23,23,23,23,23,23,23,23,23
370441,18,18,18,18,18,18,18,18,18,18
370443,23,23,23,23,23,23,23,23,23,23
370444,0,0,0,0,0,0,0,0,0,0
370445,16,0,0,0,13,3,9,21,0,21
370446,0,0,0,20,0,0,0,0,7,0
370447,0,6,14,0,0,0,0,11,0,10
370448,21,21,21,21,21,21,21,21,21,21
370449,0,0,0,14,0,0,14,0,19,0
370450,0,0,0,0,19,0,0,0,0,0
370451,0,18,0,4,0,7,17,26,0,22
370452,0,0,0,0,0,0,0,0,0,0
370453,0,0,8,0,0,0,0,0,0,0
370454,0,0,0,0,0,0,0,24,0,0
370455,0,0,0,0,22,0,0,0,0,0
370456,0,0,3,0,0,0,0,0,0,0
370457,0,0,0,0,0,0,0,0,0,0
370458,19,19,19,19,19,19,19,19,19,19
370459,14,14,14,14,14,14,14,14,14,14
370460,0,0,0,0,14,8,0,0,0,0
370461,0,0,0,0,0,0,0,0,0,0
370463,0,0,0,0,0,0,0,0,0,0
370464,0,0,0,0,0,0,0,0,0,0
370465,0,0,0,0,0,0,0,0,0,0
370466,0,0,14,0,0,0,0,0,18,0
370467,0,0,0,23,0,0,0,0,0,0
370468,0,0,0,0,0,0,0,0,0,0
370469,11,39,12,14,7,0,36,27,0,19
370470,0,14,0,0,32,0,0,14,0,6
370471,7,7,7,7,7,7,7,7,7,7
370472,0,0,0,0,0,0,0,0,0,0
370473,0,0,18,0,0,0,7,0,0,0
370474,0,0,16,0,0,0,0,0,31,0
370475,10,19,0,22,0,11,0,8,0,0
370476,0,0,0,0,0,0,0,0,0,0
370477,20,20,20,20,20,20,20,20,20,20
370478,6,6,6,6,6,6,6,6,6,6
370479,0,38,15,23,0,14,0,0,0,0
370480,0,0,0,0,0,0,0,23,0,0
370481,0,0,0,0,0,0,0,0,0,0
370482,9,0,0,0,0,0,0,0,14,0
370483,16,0,0,0,0,0,0,0,25,0
370484,0,0,0,0,0,0,0,0,0,0
370485,0,0,17,0,0,0,0,0,0,15
370486,0,0,0,0,0,0,0,0,0,0
370487,0,0,0,0,0,0,0,0,0,0
370488,0,0,0,0,0,0,0,0,0,0
370489,0,0,0,0,0,0,0,0,0,0
370490,0,0,0,0,0,0,0,0,0,0
370491,0,0,0,0,0,0,17,0,0,6
370492,0,0,0,0,0,0,0,0,0,0
370493,0,0,0,0,0,0,0,0,0,0
370494,0,0,0,0,0,0,0,0,0,0
370495,0,0,0,0,0,0,0,0,0,0
370496,0,0,0,0,0,0,0,0,0,0
370497,0,0,0,0,0,0,0,0,0,0
370498,0,10,0,0,15,0,0,0,0,27
370499,19,19,19,19,19,19,19,19,19,19
370500,0,0,0,0,0,0,0,0,0,0
370501,0,0,0,0,0,0,0,0,0,0
370502,0,0,0,0,0,0,0,0,0,0
370503,0,0,0,0,0,0,0,0,0,0
370504,2,2,2,2,2,2,2,2,2,2
370505,0,0,30,0,0,0,0,0,0,0
370506,0,0,0,0,0,20,0,0,0,0
370507,0,0,0,0,0,0,0,0,0,0
370508,14,0,15,24,0,0,0,0,0,0
370509,0,0,0,0,0,0,0,0,0,0
370510,26,25,22,0,0,27,28,24,0,0
370511,3,3,3,3,3,3,3,3,3,3
370512,0,0,0,0,0,0,0,0,0,0
370513,0,0,0,0,0,0,0,0,0,23
370514,22,22,22,22,22,22,22,22,22,22
370515,0,0,0,0,34,0,0,0,0,0
370516,0,0,0,0,3,0,0,0,0,0
370517,0,0,0,0,0,0,0,0,0,0
370518,0,0,0,0,0,0,17,0,0,0
370519,0,0,0,14,0,0,0,0,0,0
370520,0,0,0,0,0,0,0,0,0,0
370521,0,0,0,7,0,0,0,0,0,0
370522,0,0,0,0,0,0,0,14,0,0
370523,29,23,12,24,16,30,0,0,16,35
370524,14,11,0,16,0,33,15,25,0,7
370525,25,25,25,25,25,25,25,25,25,25
370526,0,0,0,0,0,4,0,0,0,12
370527,0,0,0,0,0,0,0,0,0,17
370528,25,0,27,12,0,9,27,0,13,0
370529,0,0,0,0,0,0,0,0,0,0
370530,0,11,0,7,18,0,11,0,0,10
370531,9,0,22,0,0,0,0,0,0,17
370532,0,0,0,0,0,0,0,0,0,0
370533,0,0,0,0,0,0,0,0,0,0
370534,0,0,0,0,0,0,0,0,0,26
370535,0,0,24,0,0,0,0,0,0,0
370536,0,0,0,0,0,0,0,0,0,0
370537,0,0,0,0,0,0,0,0,0,0
370538,0,0,0,0,0,0,0,0,0,0
370539,2,2,2,2,4,2,2,2,2,2
370540,0,0,0,0,0,0,0,0,0,0
370541,2,2,2,2,2,2,2,2,2,2
370542,0,0,0,15,0,0,0,18,0,0
370543,0,0,0,0,0,0,0,0,0,0
370544,16,0,0,0,0,0,0,0,18,0
370545,0,0,0,0,0,0,0,0,0,0
370546,0,23,14,17,19,12,12,10,10,0
370547,0,11,13,0,0,12,21,0,20,0
370548,17,17,17,17,17,17,17,17,17,17
370549,0,0,16,0,0,0,0,0,0,0
370550,13,0,0,0,0,0,0,0,0,0
370551,0,0,0,0,0,0,0,0,2,0
370552,0,0,19,0,0,0,0,0,0,0
370553,0,0,0,0,0,0,0,0,0,0
370554,0,0,9,0,0,14,0,0,8,0
370555,0,0,0,0,0,0,29,0,0,0
370556,0,0,0,0,0,0,0,0,0,0
370557,21,21,21,21,21,21,21,21,21,21
370558,14,0,0,0,0,26,0,0,12,19
370559,0,0,20,0,0,0,0,0,22,0
370560,21,21,21,21,21,21,21,21,21,21
370561,0,0,0,0,0,0,0,0,0,0
370562,8,8,8,8,8,8,8,8,8,8
370563,0,0,0,0,0,0,0,28,0,0
370564,0,0,0,0,0,0,0,55,0,0
370565,0,0,0,0,0,0,0,14,0,0
370566,0,0,0,0,0,0,26,0,0,0
370567,0,0,0,0,10,0,0,0,0,0
370568,0,0,0,0,0,15,0,0,0,0
370569,23,25,0,0,0,38,0,7,20,0
370570,14,0,0,0,0,0,0,0,0,0
370571,0,0,0,0,0,0,0,0,0,0
370572,22,22,22,22,22,22,22,22,22,22
370573,0,0,0,0,0,0,0,0,0,0
370574,0,0,0,0,0,0,0,0,0,0
370575,0,0,0,0,0,0,0,0,0,0
370576,7,21,8,15,4,11,17,17,15,13
370577,0,0,0,0,0,0,0,0,0,0
370578,0,0,0,0,0,0,0,0,0,0
370579,10,10,10,10,10,10,10,10,10,10
370580,0,0,0,14,0,0,0,0,0,0
370581,17,17,17,17,17,17,17,17,17,17
370582,15,15,15,15,15,15,15,15,15,15
370583,19,19,19,19,19,19,19,19,19,19
370584,0,0,0,0,0,0,0,0,0,0
370585,22,0,7,10,0,14,0,13,0,0
370586,0,0,0,0,0,0,0,0,0,0
370587,0,0,0,0,0,0,0,0,0,0
370588,18,0,0,0,17,12,0,0,19,17
370589,0,0,0,0,0,0,29,0,0,0
370590,17,0,6,40,0,9,0,0,27,0
370591,0,21,0,0,0,0,0,0,20,0
370592,0,0,0,0,0,0,0,0,0,6
370593,12,0,15,0,0,0,0,0,0,0
370594,0,0,0,0,0,14,0,0,2,0
370595,0,0,0,0,0,0,0,0,0,0
370596,17,0,18,0,0,0,20,0,22,0
370597,10,10,10,10,10,10,10,10,10,10
370598,0,12,14,0,0,23,17,0,7,10
370599,20,20,20,20,20,20,20,20,20,20
370600,2,2,2,2,2,2,2,2,2,2
370601,0,0,0,0,0,0,0,0,0,0
370602,0,0,0,0,0,0,0,0,0,0
370603,24,24,24,24,24,24,24,24,24,24
370604,4,4,4,4,4,4,4,4,4,4
370605,19,19,19,19,19,19,19,19,19,19
370606,13,32,0,6,7,0,23,0,0,0
370607,0,0,0,0,0,0,0,11,0,0
370608,0,19,0,0,0,0,16,0,0,0
370609,21,0,0,0,0,0,0,0,0,0
370610,0,0,0,7,0,0,0,0,23,0
370611,0,0,0,25,0,0,0,0,0,0
370612,0,0,1,0,0,10,0,8,0,18
370613,0,4,0,0,0,0,0,0,0,0
370614,13,13,13,13,13,13,13,13,13,13
370615,0,19,30,18,11,0,0,0,0,0
370616,10,0,0,0,15,0,0,0,0,0
370617,0,20,0,0,0,9,0,0,0,0
370618,7,7,7,7,7,7,7,7,7,7
370619,3,3,3,3,3,3,3,3,3,3
370620,0,0,0,0,0,0,0,5,0,18
370621,0,19,19,0,0,20,0,0,0,0
370622,27,27,27,27,27,27,27,27,27,27
370623,0,0,0,0,0,0,0,0,0,0
370624,29,29,29,29,29,29,29,29,29,29
370625,22,22,22,22,22,22,22,22,22,22
370626,0,0,9,0,0,0,0,0,0,0
370627,0,0,0,0,0,0,0,0,0,0
370628,5,5,5,5,5,5,5,5,5,5
370629,0,12,0,0,0,0,0,0,0,6
370630,0,0,0,0,0,0,0,0,10,0
370631,0,0,0,0,0,0,0,0,0,0
370632,0,0,0,0,0,0,0,0,0,0
370633,0,0,0,0,0,0,0,0,0,0
370634,20,0,0,0,23,13,12,12,0,0
370635,29,0,0,0,0,20,0,0,0,16
370636,0,0,0,0,0,0,0,0,0,0
370637,0,0,0,0,0,0,0,0,0,0
370638,0,0,16,0,0,0,0,0,24,0
370639,0,12,0,0,8,0,0,0,0,0
370640,0,11,0,0,19,0,0,14,0,0
370641,6,0,9,0,0,0,9,0,0,15
370642,0,0,0,0,0,0,0,0,0,0
370643,0,0,0,0,0,0,0,0,0,0
370644,0,0,15,0,0,19,2,0,0,14
370645,0,0,0,0,0,0,0,0,0,0
370646,0,0,0,0,0,0,0,0,0,0
370647,0,0,0,9,0,0,0,0,0,17
370648,0,0,0,0,0,0,23,0,0,0
370649,0,0,0,0,0,0,0,0,0,0
370650,0,0,0,0,0,0,0,0,0,0
370651,12,12,12,12,12,12,12,12,12,12
370652,0,0,0,0,0,0,0,0,0,0
370653,0,0,0,0,12,29,0,25,0,0
370654,0,0,0,0,0,0,0,0,0,7
370655,0,0,0,14,0,0,0,0,0,0
370656,0,0,0,0,0,0,0,0,0,0
370657,0,0,0,0,0,0,0,0,0,0
370658,0,0,0,0,0,0,0,0,0,0
370659,23,0,27,9,9,15,0,0,0,14
370660,20,17,9,14,33,10,24,14,20,3
370661,8,0,0,4,8,0,33,23,0,10
370662,0,0,0,0,0,0,0,0,0,0
370663,0,0,0,0,0,0,0,0,0,0
370664,8,8,8,8,8,8,8,8,8,8
370665,0,0,0,0,0,0,0,0,9,0
370666,0,0,0,0,0,17,0,0,0,0
370667,0,0,0,0,7,0,33,0,0,0
370668,27,27,27,27,27,27,27,27,27,27
370669,0,0,0,0,0,0,0,15,0,0
370670,5,5,5,5,18,5,5,5,5,5
370671,20,20,20,20,20,20,20,20,20,20
370672,17,17,17,17,17,17,17,17,17,17
370673,0,0,16,0,18,0,0,0,6,0
370674,0,0,0,0,0,0,0,0,0,0
370675,9,0,0,21,0,0,0,5,0,16
370676,0,0,0,0,0,0,0,0,0,0
370677,0,0,24,0,0,0,0,0,0,0
370678,0,0,0,0,0,0,0,0,0,0
370679,0,0,0,0,0,7,0,0,17,0
370680,17,17,17,17,17,17,17,17,17,17
370681,0,0,16,0,0,0,0,0,0,0
370682,7,11,18,0,0,5,16,18,14,17
370683,0,0,0,0,0,0,0,0,0,0
370684,0,0,0,0,0,0,0,0,0,0
370685,0,0,0,0,0,0,0,0,0,0
370686,0,0,0,0,0,0,9,0,0,0
370687,0,0,0,0,0,0,0,0,0,0
370688,0,0,0,0,0,0,0,0,22,0
370689,0,0,0,0,0,0,0,0,0,0
370690,0,0,0,0,0,0,0,0,0,0
370691,0,0,0,0,0,0,18,0,0,0
370692,0,24,0,0,0,0,0,0,0,0
370693,0,21,0,0,0,0,0,0,0,0
370694,25,0,0,0,0,0,0,0,0,0
370695,0,33,0,0,0,0,0,0,0,0
370696,19,8,23,14,0,7,0,23,15,11
370697,0,0,10,0,0,0,0,0,0,0
370698,12,12,12,12,12,12,12,12,12,12
370699,0,0,0,0,0,0,0,0,0,0
370700,0,0,0,0,0,0,0,0,13,0
370701,18,18,18,18,18,18,18,18,18,18
370702,0,0,0,0,0,0,21,0,0,0
370703,0,0,0,20,0,0,0,0,0,0
370704,20,20,20,20,20,20,20,20,20,20
370705,0,0,0,0,0,0,0,13,0,0
370706,0,0,4,6,0,3,5,0,0,0
370707,0,0,0,0,24,0,0,0,0,0
370708,21,21,21,21,21,21,21,21,21,21
370709,14,14,14,14,14,14,14,14,14,14
370710,15,15,15,15,15,15,15,15,15,15
370711,0,10,14,0,0,16,7,13,0,19
370712,0,0,0,10,13,0,6,0,19,0
370713,7,0,0,14,0,19,18,26,31,0
370714,0,0,18,0,29,15,12,23,0,0
370715,0,0,2,0,21,0,0,22,22,0
370716,0,0,0,19,0,0,18,0,0,0
370717,0,0,0,0,0,0,0,18,24,0
370718,19,19,19,19,24,19,19,19,19,19
370719,0,0,16,0,0,15,0,0,0,0
370720,0,0,0,0,0,0,0,0,0,0
370721,20,0,0,16,0,0,27,16,0,9
370722,0,0,0,0,0,0,0,0,0,0
370723,12,12,12,12,12,12,12,12,12,12
370724,18,18,18,18,18,18,18,18,18,18
370725,0,0,16,0,0,0,0,0,16,0
370726,0,0,0,0,9,0,0,0,0,0
370727,21,0,15,0,0,0,0,0,0,0
370728,0,0,0,0,0,0,4,0,0,0
370729,0,0,27,0,0,4,0,0,0,0
370730,0,0,0,5,0,0,9,14,0,0
370731,0,0,0,0,0,0,0,0,0,0
370732,8,9,28,16,15,8,10,8,11,14
370733,0,0,0,0,0,0,0,0,0,0
370734,0,0,0,0,24,0,0,0,0,0
370735,0,0,0,0,0,0,0,0,0,0
370736,22,22,22,22,22,22,22,22,22,22
